lead_id,company_name,industry_code,industry_name,lead_source,product_interest,inquiry_text,office_country,created_at,last_contacted_at,company_size,annual_revenue,lead_score,pages_viewed,requested_demo,sales_notes,constant_source,converted
52004,Summit Solutions,MFG,Manufacturing,Partner,CRM integration,Asked about pricing for crm integration and onboarding support,Spain,2025-05-21,2025-07-13,166,,22.9,5,0,,crm_export,0
52005,Summit Systems,MFG,Manufactring,Cold email,Data warehouse,Wants a demo focused on lead scoring and integration options,Deutschland,2023-09-02,2023-01-12,80,2778970.54,28.1,6,1,NA,crm_export,1
52006,Acme Analytics,TRVL,Travel,Cold email,CRM integration,Comparing vendors for crm integration after a failed BI tool rollout,Brasil,2023-02-06,2023-09-02,80,4061597.12,76.0,3,0,asked about pricing,crm_export,0
52007,BluePeak Systems,TECH,Technology,NA,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Spain,2025-08-18,2025-03-02,63,11668479.61,40.4,6,0,,crm_export,0
52008,Acme Labs,EDU,Educaton,,Security audit,Comparing vendors for security audit after a failed CRM rollout,U.S.,2021-10-16,2021-04-25,34,23769432.68,82.3,5,0,,crm_export,0
52009,BluePeak Group,MFG,Manufacturing,Paid search,Security audit,"Procurement requested details about compliance, pricing, and security",Canada,NA,2023-02-12,61,10239156.05,51.0,8,0,,crm_export,0
52010,Nova Group,HLTH,,Webinar,Security audit,Needs help replacing legacy CRM with security audit,United Kingdom,2024-11-03,2024-06-02,112,9807561.0,87.3,4,0,,crm_export,1
52011,Vertex Systems,MEDIA,Media,Paid search,Marketing automation,Wants a demo focused on forecasting and integration options,India,2022-09-07,NA,35,14365957.55,41.7,5,0,NA,crm_export,0
52012,Nova Solutions,EDU,Education,LinkedIn,Customer data platform,Comparing vendors for customer data platform after a failed spreadsheet rollout,U.K.,2023-08-23,2023-08-23,41,9532605.61,75.2,6,0,needs security review,crm_export,0
52013,Vertex Group,MEDIA,Media,Cold email,Forecasting dashboard,Looking for forecasting dashboard for a finance team before Q1,Italy,2025-10-19,2025-12-01,26,5547527.72,72.0,8,0,NA,crm_export,0
52014,Nova Labs,MFG,Manufacturing,LinkedIn,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Canada,2021-07-14,2021-11-01,7,1556753.8,47.6,5,1,,crm_export,1
52015,Nova Solutions,MEDIA,Media,Partner,CRM integration,Looking for crm integration for a operations team before Q3,Brazil,2022-07-24,2022-06-24,355,6732715.98,28.0,7,0,needs security review,crm_export,0
52016,Summit Analytics,TRVL,Travel,Website,Marketing automation,Wants a demo focused on lead scoring and integration options,France,2023-07-24,2023-01-24,24,36719797.13,39.0,7,0,,crm_export,0
52017,Summit Labs,MEDIA,Media,Paid search,CRM integration,Wants a demo focused on lead scoring and integration options,U.K.,2023-07-19,2023-04-02,1404,1890945.1,NA,3,1,,crm_export,1
52018,Nimbus Analytics,EDU,Education,Cold email,Forecasting dashboard,Looking for forecasting dashboard for a finance team before Q1,U.K.,2025-01-25,2025-05-21,71,11381568.81,92.0,3,0,needs security review,crm_export,1
52019,Nova Systems,MFG,Manufacturing,Website,Customer data platform,Comparing vendors for customer data platform after a failed CRM rollout,Spain,2022-03-28,2022-10-13,27,11981318.14,48.5,7,0,follow up next quarter,crm_export,0
52020,Vertex Solutions,FIN,Finance,Cold email,Data warehouse,Needs help replacing legacy CRM with data warehouse,Brazil,2025-10-02,2025-04-27,58,5661475.28,86.7,3,0,,crm_export,0
52021,BluePeak Analytics,FIN,Finance,LinkedIn,Forecasting dashboard,Looking for forecasting dashboard for a sales team before Q4,Brasil,2021-12-21,2021-01-28,40,3870714.8,77.3,2,1,NA,crm_export,0
52022,Acme Analytics,MFG,Manufacturing,Cold email,Security audit,Looking for security audit for a finance team before Q4,Canada,2021-03-18,2021-04-11,282,8009236.16,24.7,8,1,,crm_export,1
52023,Vertex Labs,HLTH,Healthcare,Paid search,Marketing automation,Asked about pricing for marketing automation and onboarding support,Espana,2024-11-20,,66,10080166.15,53.2,7,1,,crm_export,1
52024,Nimbus Labs,HLTH,Healthcare,Paid search,Marketing automation,"Procurement requested details about forecasting, pricing, and security",Great Britain,2024-10-13,2024-01-17,64,2504300.32,59.8,4,0,,crm_export,0
52025,Vertex Analytics,MEDIA,Media,Cold email,CRM integration,Looking for crm integration for a finance team before Q3,Deutschland,2025-09-13,2025-05-21,46,12014081.69,63.6,6,1,,crm_export,1
52026,Summit Solutions,HLTH,Healthcare,Cold email,Marketing automation,Wants a demo focused on forecasting and integration options,Australia,2021-10-28,2021-05-22,26,17789417.22,53.1,4,0,follow up next quarter,crm_export,0
52027,Acme Systems,MFG,Manufacturing,LinkedIn,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,U.S.,2025-04-05,2025-12-15,246,5172566.51,37.2,8,0,follow up next quarter,crm_export,0
52028,BluePeak Group,FIN,Finance,Paid search,Marketing automation,Asked about pricing for marketing automation and onboarding support,Germany,2025-12-10,,180,7013774.79,64.5,4,1,NA,crm_export,0
52029,Vertex Solutions,FIN,Finance,Website,Analytics platform,Looking for analytics platform for a operations team before Q4,Spain,2025-08-13,2025-12-04,87,33973021.19,73.4,5,1,,crm_export,1
52030,Acme Systems,MFG,Manufactring,LinkedIn,Security audit,Looking for security audit for a marketing team before Q3,France,2023-08-10,2023-02-12,29,15986499.2,49.4,6,0,NA,crm_export,1
52031,Summit Systems,RETL,Retail,Cold email,Marketing automation,Asked about pricing for marketing automation and onboarding support,USA,2023-06-20,2023-12-20,36,2740039.36,60.8,6,0,,crm_export,0
52032,Vertex Labs,FIN,Finance,Paid search,CRM integration,"Procurement requested details about forecasting, pricing, and security",U.K.,2025-04-07,2025-08-27,87,15595171.5,70.3,10,0,NA,crm_export,1
52033,Acme Group,MFG,Manufacturing,Referral,CRM integration,Needs help replacing legacy spreadsheet with crm integration,United States of America,2022-05-03,2022-11-02,36,3020392.81,57.5,6,0,,crm_export,1
52034,Vertex Group,EDU,Education,Conference,Data warehouse,Wants a demo focused on compliance and integration options,India,2025-01-24,2025-06-02,174,9232642.42,53.3,5,0,,crm_export,0
52035,Nova Analytics,MEDIA,Meda,LinkedIn,Data warehouse,Comparing vendors for data warehouse after a failed spreadsheet rollout,France,2023-03-16,2023-01-20,101,2657148.89,34.0,6,0,,crm_export,0
52036,Vertex Systems,MEDIA,Media,Website,CRM integration,Wants a demo focused on reporting and integration options,Canada,2024-11-16,2024-04-16,74,33056238.31,58.4,8,1,,crm_export,0
52037,Vertex Analytics,MEDIA,Media,Webinar,Data warehouse,Wants a demo focused on reporting and integration options,United Kingdom,2022-03-09,2022-07-14,106,1366242.95,44.6,5,0,,crm_export,0
52038,Summit Group,TRVL,Travel,Referral,Forecasting dashboard,"Procurement requested details about reporting, pricing, and security",United States,2024-05-27,2024-07-08,61,67189283.61,54.6,5,1,,crm_export,0
52039,Nova Systems,MEDIA,Media,,CRM integration,Asked about pricing for crm integration and onboarding support,France,NA,2024-09-17,62,,55.4,2,0,,crm_export,1
52040,BluePeak Solutions,MEDIA,Meda,LinkedIn,Marketing automation,"Procurement requested details about lead scoring, pricing, and security",U.S.,2021-08-04,NA,41,15121055.71,62.1,9,1,NA,crm_export,1
52041,Nimbus Analytics,TRVL,Travel,LinkedIn,Security audit,Comparing vendors for security audit after a failed CRM rollout,United Kingdom,2025-04-01,2025-07-09,26,3016414.78,46.9,4,0,,crm_export,0
52042,BluePeak Systems,RETL,Retail,Conference,Marketing automation,Wants a demo focused on forecasting and integration options,U.K.,2021-01-20,2021-10-03,21,11234107.02,65.9,7,1,asked about pricing,crm_export,0
52043,Acme Analytics,MFG,Manufacturing,Website,Security audit,Comparing vendors for security audit after a failed spreadsheet rollout,France,2024-05-12,2024-06-08,84,13424006.44,65.4,4,0,,crm_export,0
52044,Acme Group,FIN,Finance,Cold email,Analytics platform,Wants a demo focused on compliance and integration options,U.K.,2022-10-19,2022-09-17,18,183518036.85,46.9,2,1,needs security review,crm_export,0
52045,Summit Systems,FIN,Finanace,Referral,Marketing automation,Asked about pricing for marketing automation and onboarding support,Germany,2021-05-03,2021-08-23,98,10181690.5,NA,6,1,,crm_export,1
52046,Vertex Solutions,FIN,Finanace,Partner,Security audit,"Procurement requested details about compliance, pricing, and security",France,2022-06-24,2022-07-02,91,12978213.89,41.6,4,1,,crm_export,0
52047,Nova Analytics,TECH,Technology,Webinar,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Australia,2024-11-06,2024-11-09,17,1750873.72,NA,2,0,asked about pricing,crm_export,0
52048,BluePeak Analytics,TECH,Technology,LinkedIn,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed warehouse rollout,Great Britain,2022-06-09,2022-02-02,8,9459459.51,24.8,5,0,,crm_export,0
52049,Nimbus Solutions,RETL,Retail,Website,Data warehouse,"Procurement requested details about reporting, pricing, and security",Australia,2023-07-21,2023-07-19,39,49295710.96,82.2,4,0,asked about pricing,crm_export,0
52050,Vertex Labs,TECH,Technology,Referral,Data warehouse,Looking for data warehouse for a operations team before Q2,Canada,2023-06-01,2023-11-12,19,20972725.27,28.9,2,1,needs security review,crm_export,1
52051,BluePeak Solutions,TECH,Technlogy,Referral,Customer data platform,Wants a demo focused on compliance and integration options,Australia,2023-07-26,2023-01-08,92,4726397.33,92.7,6,0,,crm_export,1
52052,Vertex Systems,TECH,Technology,Conference,CRM integration,Wants a demo focused on reporting and integration options,Brasil,2022-12-20,2022-08-13,230,,41.0,2,0,,crm_export,0
52053,BluePeak Solutions,EDU,Education,Cold email,Marketing automation,Wants a demo focused on forecasting and integration options,Italia,2021-09-01,2021-03-24,315,6359757.6,63.2,2,0,,crm_export,0
52054,Summit Solutions,TECH,Technology,Referral,Marketing automation,Wants a demo focused on reporting and integration options,Canada,2024-11-04,2024-08-08,21,16664598.73,41.2,3,0,,crm_export,0
52055,Summit Group,MFG,Manufacturing,Partner,Analytics platform,Comparing vendors for analytics platform after a failed warehouse rollout,India,2025-04-20,2025-08-14,176,59085937.92,66.1,1,0,NA,crm_export,0
52056,Nova Analytics,TRVL,Travel,Website,Forecasting dashboard,Needs help replacing legacy BI tool with forecasting dashboard,Canada,2025-01-06,2025-02-19,4,2767698.48,69.8,6,1,asked about pricing,crm_export,1
52057,Summit Group,HLTH,Healthcare,Webinar,Customer data platform,"Procurement requested details about compliance, pricing, and security",Brasil,NA,NA,261,2197568.07,34.8,5,1,,crm_export,0
52058,Acme Labs,TRVL,Travel,Conference,Customer data platform,Looking for customer data platform for a finance team before Q1,France,2024-09-21,2024-05-22,160,5122111.15,41.1,5,0,,crm_export,0
52059,Nimbus Solutions,TRVL,Travel,Paid search,Forecasting dashboard,Looking for forecasting dashboard for a sales team before Q4,Canada,2024-01-09,2024-01-25,30,35505999.65,58.4,4,0,,crm_export,1
52060,Acme Analytics,MEDIA,Meda,Referral,Customer data platform,"Procurement requested details about reporting, pricing, and security",Espana,2022-05-03,2022-06-09,113,5922579.42,62.1,6,0,NA,crm_export,1
52061,Summit Group,MFG,Manufacturing,Referral,Data warehouse,Comparing vendors for data warehouse after a failed BI tool rollout,United Kingdom,2024-11-09,2024-04-25,21,6626318.29,56.4,3,0,,crm_export,0
52062,BluePeak Group,FIN,Finance,Partner,Forecasting dashboard,"Procurement requested details about lead scoring, pricing, and security",UK,2022-01-23,2022-01-27,36,7171665.61,29.1,6,0,,crm_export,0
52063,Summit Group,RETL,Retail,Referral,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Canada,2022-08-19,2022-12-24,14,3245598.26,32.6,4,0,,crm_export,0
52064,Nova Solutions,TECH,Technology,Paid search,Marketing automation,Comparing vendors for marketing automation after a failed BI tool rollout,Australia,2021-03-17,2021-01-06,69,1917459.01,59.5,5,1,,crm_export,1
52065,Nimbus Systems,MEDIA,Media,Paid search,Customer data platform,Needs help replacing legacy warehouse with customer data platform,Australia,2025-08-25,2025-06-03,93,2501756.28,61.8,7,0,asked about pricing,crm_export,1
52066,BluePeak Labs,RETL,Retail,Conference,Security audit,"Procurement requested details about reporting, pricing, and security",Italia,2025-10-20,2025-02-04,21,37437697.81,76.1,3,0,needs security review,crm_export,0
52067,Nova Labs,TECH,Technology,Website,Analytics platform,"Procurement requested details about reporting, pricing, and security",Brazil,2021-10-05,,39,,91.6,7,0,,crm_export,0
52068,BluePeak Systems,FIN,Finanace,Conference,Security audit,Needs help replacing legacy CRM with security audit,Spain,2023-03-08,2023-10-19,111,6412572.85,26.3,8,0,,crm_export,0
52069,Summit Solutions,MFG,Manufactring,Cold email,Data warehouse,Needs help replacing legacy spreadsheet with data warehouse,Brasil,2022-07-08,2022-05-22,23,7339480.48,64.3,8,1,,crm_export,0
52070,BluePeak Systems,MEDIA,Media,,Forecasting dashboard,Looking for forecasting dashboard for a operations team before Q2,India,2025-10-04,2025-10-16,14,36548045.75,76.7,7,1,asked about pricing,crm_export,1
52071,BluePeak Systems,TECH,Technology,Referral,Security audit,Comparing vendors for security audit after a failed CRM rollout,France,2021-09-26,,19,13296783.54,64.7,6,0,,crm_export,0
52072,Acme Analytics,RETL,Retail,Conference,CRM integration,Wants a demo focused on forecasting and integration options,United Kingdom,2022-11-22,2022-04-20,242,4083894.69,47.3,5,0,,crm_export,0
52073,BluePeak Solutions,TRVL,Travel,LinkedIn,Analytics platform,Wants a demo focused on forecasting and integration options,Italy,2021-05-20,2021-01-23,59,9247165.03,54.7,8,1,follow up next quarter,crm_export,0
52074,BluePeak Analytics,FIN,Finance,Paid search,Customer data platform,"Procurement requested details about compliance, pricing, and security",India,2024-06-24,,145,1004330.41,NA,1,0,,crm_export,0
52075,BluePeak Group,RETL,Retail,Website,Security audit,Wants a demo focused on compliance and integration options,Spain,2023-03-04,2023-08-20,26,5244020.63,64.6,4,0,,crm_export,0
52076,BluePeak Analytics,MFG,Manufactring,Webinar,CRM integration,"Procurement requested details about lead scoring, pricing, and security",Brasil,2024-02-26,2024-07-03,17,2269712.1,64.7,8,0,,crm_export,1
52077,Vertex Labs,HLTH,Healthcare,Website,CRM integration,"Procurement requested details about compliance, pricing, and security",Espana,2023-06-15,2023-03-13,195,13897197.22,40.8,4,1,,crm_export,1
52078,Nova Systems,RETL,Retail,Partner,Customer data platform,Looking for customer data platform for a data team before Q3,France,2023-10-09,2023-10-10,19,11394535.54,88.3,7,0,needs security review,crm_export,1
52079,Vertex Analytics,RETL,Retail,Partner,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,United Kingdom,2023-02-23,2023-05-20,45,8107599.48,48.4,3,0,asked about pricing,crm_export,1
52080,Nimbus Solutions,MEDIA,Meda,Website,Marketing automation,Wants a demo focused on forecasting and integration options,Canada,2025-05-02,2025-08-03,32,695021.63,44.5,2,0,,crm_export,1
52081,Acme Analytics,HLTH,Healthcare,,Marketing automation,"Procurement requested details about compliance, pricing, and security",Australia,2024-10-10,2024-10-01,24,13521664.55,83.2,6,1,NA,crm_export,1
52082,Nimbus Systems,HLTH,Healthcare,Webinar,Data warehouse,Needs help replacing legacy CRM with data warehouse,India,2023-08-18,2023-02-07,52,2271940.83,82.1,4,0,,crm_export,1
52083,BluePeak Labs,MFG,Manufacturing,Cold email,Forecasting dashboard,"Procurement requested details about reporting, pricing, and security",Germany,2023-08-01,2023-03-27,52,21169192.62,56.2,4,0,,crm_export,0
52084,Nimbus Solutions,FIN,Finance,Webinar,Marketing automation,Needs help replacing legacy warehouse with marketing automation,Australia,2025-07-15,2025-06-17,67,2535602.24,56.9,5,1,asked about pricing,crm_export,1
52085,Summit Solutions,MFG,Manufacturing,Referral,Forecasting dashboard,"Procurement requested details about reporting, pricing, and security",U.K.,2025-11-01,2025-06-26,24,9411585.75,72.6,7,1,,crm_export,1
52086,Summit Systems,TECH,Technology,Website,Security audit,Needs help replacing legacy warehouse with security audit,Canada,2024-07-08,2024-06-27,69,1943438.89,35.8,3,0,,crm_export,0
52087,Nova Solutions,TRVL,Travel,Referral,Customer data platform,Asked about pricing for customer data platform and onboarding support,Brazil,2022-07-01,2022-02-17,35,2510141.87,87.2,8,0,,crm_export,1
52088,Summit Solutions,FIN,Finanace,Referral,Security audit,Asked about pricing for security audit and onboarding support,France,2022-01-01,2022-10-24,82,,41.9,3,0,NA,crm_export,0
52089,BluePeak Analytics,RETL,Retial,Conference,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Canada,2024-12-05,2024-06-10,92,5839972.87,29.6,4,0,NA,crm_export,0
52090,Acme Systems,MEDIA,Media,Cold email,Customer data platform,Wants a demo focused on forecasting and integration options,Canada,2022-06-07,2022-10-12,14,69848622.99,NA,5,0,,crm_export,0
52091,Vertex Analytics,RETL,Retail,Webinar,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",India,2021-06-06,2021-05-07,115,2984115.82,NA,5,0,needs security review,crm_export,1
52092,Acme Analytics,MEDIA,Media,LinkedIn,Marketing automation,Asked about pricing for marketing automation and onboarding support,India,2024-09-21,2024-12-26,16,,54.7,7,0,,crm_export,0
52093,Vertex Systems,FIN,Finance,Paid search,Data warehouse,Comparing vendors for data warehouse after a failed spreadsheet rollout,France,2023-03-11,,158,95777027.54,46.3,3,1,,crm_export,0
52094,Vertex Group,MFG,Manufacturing,Partner,Security audit,Comparing vendors for security audit after a failed BI tool rollout,Brasil,2021-08-19,2021-11-04,221,13513072.91,51.4,7,0,NA,crm_export,0
52095,Summit Group,MFG,Manufacturing,Website,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed spreadsheet rollout,Spain,2022-05-16,2022-07-17,48,,68.0,6,0,,crm_export,0
52096,Vertex Solutions,MEDIA,Media,Cold email,Data warehouse,Wants a demo focused on reporting and integration options,France,2025-01-06,2025-05-14,78,23751533.5,55.3,5,0,,crm_export,0
52097,Nova Analytics,EDU,Education,Paid search,Security audit,Comparing vendors for security audit after a failed CRM rollout,Germany,2021-09-01,2021-10-06,41,11999251.48,78.5,7,1,,crm_export,1
52098,BluePeak Labs,TRVL,Trave,Cold email,CRM integration,Wants a demo focused on reporting and integration options,Brasil,2023-12-15,2023-08-26,56,15094576.17,71.3,3,0,,crm_export,0
52099,Acme Group,MEDIA,Media,Cold email,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Australia,2022-03-14,2022-01-03,34,6693126.03,79.7,6,0,NA,crm_export,1
52100,Nova Systems,TECH,Technology,Conference,Forecasting dashboard,Looking for forecasting dashboard for a sales team before Q2,United States of America,2025-12-06,2025-03-15,21,4001974.67,63.7,6,0,asked about pricing,crm_export,1
52101,Summit Systems,MFG,Manufacturing,Webinar,Customer data platform,Needs help replacing legacy CRM with customer data platform,Germany,2025-09-07,2025-12-11,7,5032095.87,40.3,5,0,needs security review,crm_export,0
52102,Summit Group,MFG,Manufacturing,Cold email,Marketing automation,Wants a demo focused on lead scoring and integration options,USA,2025-11-01,2025-11-05,24,3863810.56,64.3,6,0,,crm_export,0
52103,Summit Labs,HLTH,Healthcare,,Marketing automation,Wants a demo focused on reporting and integration options,United Kingdom,2023-10-24,2023-12-18,30,348660.69,42.1,6,0,asked about pricing,crm_export,0
52104,Vertex Systems,MEDIA,Media,Website,Customer data platform,Looking for customer data platform for a marketing team before Q2,Brazil,2022-03-14,2022-10-06,130,17167311.78,77.4,4,0,needs security review,crm_export,0
52105,Vertex Systems,MEDIA,Media,LinkedIn,Marketing automation,Wants a demo focused on compliance and integration options,Brazil,2024-08-23,2024-08-15,127,43844604.64,37.2,9,0,NA,crm_export,0
52106,Vertex Systems,MFG,Manufacturing,Website,Analytics platform,Wants a demo focused on forecasting and integration options,Brasil,2022-05-19,2022-05-12,20,,65.0,7,0,,crm_export,0
52107,BluePeak Solutions,EDU,Education,Website,Data warehouse,Looking for data warehouse for a marketing team before Q4,United States,2023-05-21,2023-09-12,106,33978496.88,17.4,4,0,,crm_export,1
52108,Summit Group,MEDIA,Media,Webinar,Analytics platform,Wants a demo focused on forecasting and integration options,India,2024-05-27,2024-09-25,168,6794532.45,53.1,7,1,,crm_export,1
52109,Summit Labs,TRVL,Travel,Referral,CRM integration,Needs help replacing legacy warehouse with crm integration,Australia,2024-04-21,2024-10-26,103,2568849.85,61.5,3,0,,crm_export,1
52110,Vertex Systems,TECH,Technology,Webinar,Forecasting dashboard,Needs help replacing legacy spreadsheet with forecasting dashboard,Brasil,2023-03-05,2023-06-15,274,1151090.5,23.7,4,0,,crm_export,1
52111,Summit Labs,RETL,Retial,LinkedIn,CRM integration,Comparing vendors for crm integration after a failed BI tool rollout,Deutschland,2022-03-13,2022-08-11,7,17238598.71,32.1,2,1,follow up next quarter,crm_export,0
52112,Nimbus Solutions,EDU,Education,Cold email,Analytics platform,Asked about pricing for analytics platform and onboarding support,Italy,2025-01-02,2025-06-04,29,9896466.99,51.8,3,0,needs security review,crm_export,0
52113,Summit Group,MEDIA,Media,Webinar,Data warehouse,"Procurement requested details about compliance, pricing, and security",France,2025-06-24,2025-11-18,178,10166600.76,22.5,7,0,,crm_export,0
52114,Summit Labs,TRVL,Travel,LinkedIn,Data warehouse,Wants a demo focused on reporting and integration options,Italia,2022-08-19,2022-09-05,43,14342187.58,25.7,2,1,,crm_export,0
52115,Nova Labs,RETL,Retail,Webinar,Marketing automation,Wants a demo focused on compliance and integration options,Italy,2022-07-19,2022-08-04,87,2122532.05,80.5,5,0,,crm_export,1
52116,BluePeak Labs,HLTH,Healtcare,Cold email,Data warehouse,Wants a demo focused on compliance and integration options,Deutschland,2023-01-22,2023-07-18,458,5452527.22,31.6,3,1,,crm_export,1
52117,Acme Systems,TECH,Technology,Webinar,Forecasting dashboard,"Procurement requested details about lead scoring, pricing, and security",India,2023-05-07,2023-09-14,78,13267644.6,37.0,4,1,,crm_export,1
52118,Nova Solutions,EDU,Education,Conference,Data warehouse,Wants a demo focused on forecasting and integration options,United States of America,2024-08-19,2024-10-11,480,2771403.12,62.8,8,1,follow up next quarter,crm_export,1
52119,Nova Analytics,RETL,Retail,LinkedIn,CRM integration,Needs help replacing legacy spreadsheet with crm integration,India,2023-01-28,2023-08-24,99,14102736.64,0.0,3,0,asked about pricing,crm_export,0
52120,Acme Labs,MFG,Manufacturing,Paid search,Analytics platform,Needs help replacing legacy spreadsheet with analytics platform,Australia,2024-05-23,2024-08-26,77,19845329.12,NA,4,0,,crm_export,0
52121,Acme Labs,RETL,Retial,Referral,Marketing automation,"Procurement requested details about forecasting, pricing, and security",Espana,2024-11-03,2024-02-01,94,47241199.8,11.7,5,1,asked about pricing,crm_export,0
52122,Acme Analytics,TRVL,Trave,,Marketing automation,"Procurement requested details about compliance, pricing, and security",Spain,2023-01-07,,50,1169345.09,54.7,5,0,NA,crm_export,0
52123,Vertex Group,RETL,Retail,Website,Customer data platform,Looking for customer data platform for a finance team before Q3,Spain,2023-03-22,2023-05-02,36,5115355.7,92.8,8,0,,crm_export,1
52124,Nimbus Systems,EDU,Education,LinkedIn,Forecasting dashboard,Asked about pricing for forecasting dashboard and onboarding support,Deutschland,2022-10-11,2022-10-24,367,77521730.95,66.9,6,0,asked about pricing,crm_export,0
52125,Vertex Labs,MEDIA,Media,Website,Forecasting dashboard,Looking for forecasting dashboard for a finance team before Q3,United States,2025-03-24,2025-01-06,93,7435382.19,76.0,5,0,,crm_export,1
52126,Vertex Analytics,HLTH,Healthcare,Paid search,Marketing automation,"Procurement requested details about reporting, pricing, and security",Australia,2022-02-10,2022-09-14,61,6082895.39,100.0,3,0,,crm_export,1
52127,Nova Systems,HLTH,Healthcare,Paid search,Forecasting dashboard,Comparing vendors for forecasting dashboard after a failed spreadsheet rollout,USA,2024-10-24,2024-04-02,29,57401287.94,100.0,5,0,,crm_export,0
52128,Summit Systems,TRVL,Travel,Cold email,Customer data platform,Needs help replacing legacy CRM with customer data platform,India,2023-07-22,2023-07-08,14,2488808.73,29.9,7,0,,crm_export,0
52129,BluePeak Labs,FIN,,Referral,Security audit,Comparing vendors for security audit after a failed CRM rollout,Italia,2022-03-27,2022-05-07,153,16739016.35,42.4,11,1,asked about pricing,crm_export,1
52130,BluePeak Solutions,HLTH,Healtcare,Partner,Data warehouse,Wants a demo focused on forecasting and integration options,Germany,2023-12-16,2023-09-06,46,1476493.97,77.2,6,0,,crm_export,1
52131,BluePeak Group,HLTH,Healthcare,Conference,CRM integration,Wants a demo focused on compliance and integration options,Brazil,2021-12-05,2021-03-27,126,17820965.93,69.5,6,0,,crm_export,1
52132,Nimbus Analytics,FIN,Finance,Paid search,Data warehouse,"Procurement requested details about reporting, pricing, and security",Brasil,2022-05-19,2022-11-05,178,109234989.03,44.9,5,0,,crm_export,1
52133,Acme Solutions,RETL,Retail,Website,Analytics platform,Comparing vendors for analytics platform after a failed spreadsheet rollout,Germany,2022-09-17,2022-12-24,19,,25.2,0,0,,crm_export,0
52134,Acme Labs,FIN,Finance,Referral,Forecasting dashboard,"Procurement requested details about compliance, pricing, and security",United States of America,2023-12-25,,59,108081348.67,54.9,5,1,asked about pricing,crm_export,1
52135,Vertex Analytics,TECH,Technology,LinkedIn,Analytics platform,Asked about pricing for analytics platform and onboarding support,Australia,2025-07-10,2025-02-03,104,6189588.77,78.8,3,1,follow up next quarter,crm_export,0
52136,Vertex Group,TECH,Technology,Conference,Security audit,Asked about pricing for security audit and onboarding support,France,2025-03-12,2025-08-01,64,72316472.09,52.6,6,0,follow up next quarter,crm_export,1
52137,Acme Systems,MEDIA,Media,Referral,Marketing automation,Wants a demo focused on reporting and integration options,India,2024-02-01,2024-10-09,84,59870756.47,67.3,9,0,,crm_export,1
52138,Nimbus Group,MFG,Manufacturing,LinkedIn,Data warehouse,Needs help replacing legacy spreadsheet with data warehouse,France,2025-01-23,2025-07-09,15,36697644.59,30.2,5,1,,crm_export,1
52139,BluePeak Solutions,MFG,Manufacturing,Cold email,Analytics platform,Asked about pricing for analytics platform and onboarding support,USA,2024-04-16,2024-05-22,60,2961740.4,88.1,2,0,,crm_export,0
52140,Nova Labs,TECH,Technology,Webinar,Forecasting dashboard,Needs help replacing legacy BI tool with forecasting dashboard,Australia,2024-06-19,2024-06-28,117,2053357.18,29.9,4,0,needs security review,crm_export,1
52141,Nova Group,RETL,Retail,Website,Forecasting dashboard,Needs help replacing legacy spreadsheet with forecasting dashboard,Italia,2023-12-05,2023-04-17,16,43686214.31,NA,5,1,needs security review,crm_export,1
52142,Summit Labs,FIN,Finance,Referral,Customer data platform,Comparing vendors for customer data platform after a failed warehouse rollout,U.S.,2023-01-23,2023-01-21,56,17249132.12,55.9,1,0,,crm_export,0
52143,Nimbus Systems,HLTH,Healthcare,Webinar,Data warehouse,Looking for data warehouse for a operations team before Q2,Brasil,2024-01-07,2024-06-07,49,1290802.56,31.6,7,0,,crm_export,0
52144,Nimbus Group,EDU,Education,Referral,CRM integration,Looking for crm integration for a finance team before Q3,Espana,2022-06-15,2022-07-12,48,52121765.37,94.0,8,0,NA,crm_export,1
52145,Acme Labs,MFG,Manufacturing,Cold email,Security audit,Wants a demo focused on forecasting and integration options,United States,2022-10-12,NA,81,29376927.04,46.3,3,0,needs security review,crm_export,1
52146,Summit Systems,MFG,Manufactring,Partner,Data warehouse,Looking for data warehouse for a finance team before Q3,United Kingdom,2022-08-16,2022-07-08,182,6087057.43,92.8,3,0,needs security review,crm_export,0
52147,Summit Group,HLTH,Healthcare,LinkedIn,Marketing automation,Asked about pricing for marketing automation and onboarding support,Espana,2024-06-15,2024-09-18,14,28882472.4,52.8,5,0,needs security review,crm_export,1
52148,Acme Labs,MFG,Manufacturing,Webinar,Data warehouse,"Procurement requested details about lead scoring, pricing, and security",Australia,2023-09-17,2023-05-11,527,3979550.87,73.0,6,0,asked about pricing,crm_export,1
